,난민 지위,전쟁 난민 인원 현황
80028,G / FI,0
80029,J / FI,12
80030,G / FI,3
80031,G / FI,7
80032,G / JR,2
80033,G / AR,20
80034,G / FI,59
80035,U / FI,0
80036,G / FI,2
80037,U / FA,2
80038,U / FI,0
80039,G / AR,6
80040,G / FI,10
80041,G / SP,1
80042,U / FI,0
80043,G / FI,9
80044,U / FA,32
80045,G / FA,1
80046,U / FI,0
80047,U / AR,1
80048,U / FI,1
80049,U / FI,0
80050,U / FA,0
80051,U / AR,1
80052,U / FI,9
80053,G / JR,1
80054,G / FI,22
80055,G / RA,0
80056,G / AR,39
80057,G / FI,36
80058,G / FI,0
80059,G / FI,0
80060,U / FI,0
80061,G / FA,0
80062,G / FI,4
80063,U / FI,1
80064,G / FA,0
80065,U / FI,0
80066,G / FI,2
80067,G / FI,0
80068,G / AR,86
80069,G / FI,221
80070,U / AR,2
80071,U / FI,64
80072,U / FI,1
80073,U / FI,1
80074,U / FA,0
80075,U / FI,9
80076,U / RA,1
80077,G / FA,0
80078,G / EO,79
80079,G / IN,68
80080,G / FI,0
80081,G / FI,2
80082,G / AR,13
80083,G / FI,12
80084,G / FA,7
80085,G / FI,0
80086,G / FA,0
80087,G / FI,0
80088,G / FI,36
80089,G / FI,1
80090,G / TP,0
80091,U / FA,0
80092,G / JR,0
80093,G / NA,2
80094,G / FA,1
80095,G / FI,2
80096,G / FI,2
80097,G / JR,3
80098,G / RA,1
80099,G / AR,57
80100,G / FI,124
80101,G / AR,0
80102,G / FI,0
80103,U / FI,4
80104,G / AR,32
80105,G / FI,56
80106,G / SP,12
80107,G / FI,1
80108,G / FI,2
80109,G / FA,3
80110,G / FA,0
80111,G / FI,3
80112,G / RA,0
80113,G / AR,3
80114,G / FI,4
80115,G / AR,11
80116,G / FI,21
80117,G / FI,3
80118,G / AR,1
80119,G / FI,1
80120,G / AR,8
80121,G / FI,3
80122,U / FI,0
80123,G / EO,30
80124,G / IN,7
80125,U / FA,0
80126,G / AR,1
80127,G / FI,3
80128,G / FA,0
80129,G / FI,0
80130,G / FA,0
80131,G / FI,3
80132,G / FI,13
80133,G / FI,1
80134,G / TP,0
80135,G / FI,0
80136,G / JR,0
80137,G / NA,0
80138,G / FI,0
80139,G / FI,0
80140,G / AR,11
80141,G / FI,21
80142,G / SP,0
80143,G / AR,0
80144,G / FI,1
80145,G / FI,1
80146,G / AR,2
80147,G / FI,2
80148,U / FA,1
80149,G / FI,0
80150,G / FI,0
80151,G / EO,18
80152,G / IN,5
80153,G / FI,61
80154,G / FA,0
80155,G / FI,4
80156,G / AR,69
80157,G / FI,184
80158,G / FA,9
80159,G / FI,3
80160,G / RA,0
80161,G / FI,1
80162,G / FA,64
80163,G / FI,294
80164,G / FI,28
80165,G / TP,0
80166,G / FI,1
80167,G / AR,1
80168,G / FI,3
80169,G / JR,0
80170,G / NA,7
80171,G / RA,1
80172,G / FI,2
80173,G / FA,2
80174,U / FI,2
80175,G / FI,17
80176,G / FI,2
80177,G / FI,2
80178,G / JR,6
80179,G / RA,15
80180,G / AR,603
80181,G / FI,856
80182,J / FA,0
80183,G / AR,0
80184,G / FI,1
80185,G / AR,1
80186,G / FI,3
80187,G / AR,64
80188,G / FI,74
80189,G / SP,7
80190,G / FI,4
80191,G / FI,2
80192,U / FI,2
80193,G / FA,1
80194,G / FA,1
80195,G / FI,0
80196,G / FI,1
80197,U / AR,0
80198,U / FI,3
80199,G / FA,2
80200,G / FI,1
80201,G / FI,0
80202,U / FI,0
80203,G / FI,52
80204,G / FI,12
80205,G / RA,0
80206,G / AR,23
80207,G / FI,30
80208,G / AR,3
80209,G / FI,7
80210,G / FI,1
80211,G / FI,0
80212,G / FA,0
80213,G / FA,0
80214,G / AR,0
80215,G / FI,4
80216,U / FI,3
80217,G / JR,0
80218,G / EO,128
80219,G / IN,110
80220,U / FI,1
80221,G / FI,15987
80222,G / EO,2
80223,G / RA,168
80224,G / FI,469
80225,G / AR,563
80226,U / FI,7
80227,G / FA,3
80228,U / FI,1
80229,G / FI,30
80230,G / FI,1
80231,G / FI,328
80232,J / FI,0
80233,G / FI,580
80234,G / RA,0
80235,G / AR,338
80236,G / AR,609
80237,G / FI,1165
80238,G / RA,28
80239,G / FA,1
80240,G / AR,116
80241,G / FI,696
80242,U / FI,5
80243,U / RA,0
80244,G / AR,2
80245,G / FI,369
80246,G / JR,7
80247,G / FI,831
80248,U / FA,2710
80249,U / AR,478
80250,U / FI,983
80251,G / AR,31
80252,G / FI,60
80253,G / SP,10
80254,U / FI,408
80255,U / FI,0
80256,G / FI,3
80257,G / AR,2
80258,G / FI,1060
80259,U / FA,1
80260,G / FI,6
80261,G / FI,24
80262,U / FI,7
80263,G / FI,35
80264,U / FA,40
80265,G / FA,47
80266,U / FI,14
80267,U / RA,0
80268,G / FI,3
80269,U / FA,5
80270,G / FI,76
80271,G / FI,7
80272,G / FI,16
80273,J / FA,0
80274,U / FI,0
80275,G / FI,15
80276,G / FI,2
80277,G / FA,234
80278,G / AR,0
80279,G / FA,119
80280,U / FI,0
80281,G / FI,0
80282,U / AR,5
80283,U / FI,64
80284,G / FI,1851
80285,G / JR,153
80286,G / RA,0
80287,G / AR,1603
80288,G / FI,1090
80289,G / FI,0
80290,G / AR,4
80291,G / FI,7
80292,U / FA,2233
80293,G / FI,3
80294,G / FI,3
80295,U / FI,0
80296,G / AR,16
80297,G / FI,48
80298,G / RA,0
80299,G / FI,5
80300,G / FA,218
80301,G / FI,514
80302,G / TA,487
80303,U / FI,0
80304,G / FI,12
80305,G / FI,116
80306,G / FI,74
80307,G / AR,1820
80308,G / FI,3175
80309,U / AR,36
80310,U / FI,135
80311,U / RA,0
80312,U / AR,0
80313,U / FI,3
80314,G / FA,528
80315,U / FI,19
80316,U / AR,310
80317,U / FI,1877
80318,U / RA,1
80319,G / AR,120
80320,G / FI,251
80321,U / FA,63
80322,G / EO,80
80323,G / IN,147
80324,G / FI,4
80325,G / FA,1
80326,U / FA,0
80327,G / FI,0
80328,G / AR,837
80329,G / FI,2449
80330,G / FA,3140
80331,G / FI,46
80332,G / JR,1
80333,U / FI,36
80334,G / RA,0
80335,G / FI,2564
80336,G / FA,71
80337,G / RA,0
80338,G / FA,2
80339,G / FI,39
80340,G / JR,23
80341,U / FI,10
80342,G / FI,4
80343,G / FI,394
80344,G / AR,0
80345,G / FI,588
80346,U / FA,0
80347,G / FI,7
80348,G / AR,105
80349,G / FI,44
80350,U / FA,0
80351,G / FI,15
80352,G / NA,4456
80353,G / JR,0
80354,G / RA,1
80355,U / FI,0
80356,G / FI,16
80357,G / FI,35
80358,G / FI,678
80359,G / RA,0
80360,G / AR,356
80361,G / FA,1
80362,G / AR,18
80363,G / FI,40
80364,G / RA,0
80365,G / FI,0
80366,G / FI,2
80367,G / FI,1
80368,U / AR,1
80369,G / AR,4
80370,G / FI,5
80371,G / SP,8
80372,G / FI,4
80373,G / FI,2
80374,U / FI,0
80375,G / FA,1
80376,G / FI,0
80377,G / FI,0
80378,U / AR,2
80379,U / FI,1
80380,G / FI,1
80381,G / FI,0
80382,G / JR,1
80383,G / FI,0
80384,G / FI,17
80385,G / JR,2
80386,G / RA,0
80387,G / AR,27
80388,G / FI,21
80389,G / FI,3
80390,G / FI,4
80391,G / FA,5
80392,G / FI,1
80393,G / TA,3
80394,G / FI,0
80395,G / FI,1
80396,G / AR,18
80397,G / FI,8
80398,G / FA,0
80399,U / FI,0
80400,U / FI,0
80401,J / FI,0
80402,G / AR,0
80403,G / FI,5
80404,U / FA,5
80405,G / EO,15
80406,G / IN,18
80407,G / AR,7
80408,G / FI,58
80409,G / FI,20
80410,G / FI,2
80411,G / FA,16
80412,G / FA,0
80413,G / RA,0
80414,G / FI,155
80415,G / FI,0
80416,G / FI,34
80417,G / FI,12
80418,G / AR,0
80419,G / FI,86
80420,J / FI,5
80421,U / FA,1
80422,U / FI,3
80423,G / FA,19
80424,G / FI,1
80425,G / NA,46
80426,G / JR,0
80427,G / RA,19
80428,G / FI,30
80429,G / AR,0
80430,G / FI,0
80431,G / FI,0
80432,G / FI,24
80433,G / FI,448
80434,G / RA,0
80435,G / AR,384
80436,G / AR,160
80437,G / FI,635
80438,G / RA,9
80439,G / AR,5
80440,G / FI,404
80441,G / FI,1
80442,G / FI,4
80443,U / FA,1
80444,G / AR,23
80445,G / FI,35
80446,G / SP,2
80447,G / FI,4
80448,G / AR,4
80449,G / FI,63
80450,G / FI,1
80451,G / FI,162
80452,G / RA,0
80453,G / FI,0
80454,G / FI,14
80455,G / JR,1
80456,G / RA,0
80457,G / AR,72
80458,G / FI,169
80459,G / FI,1
80460,G / FA,1
80461,G / FI,1
80462,G / AR,433
80463,G / FI,1206
80464,G / EO,200
80465,G / IN,111
80466,G / FI,0
80467,G / AR,23
80468,G / FI,18
80469,G / FA,51
80470,G / RA,0
80471,G / FI,1679
80472,G / FA,0
80473,G / FI,204
80474,G / AR,0
80475,G / FI,64
80476,G / FI,1
80477,G / AR,0
80478,G / FI,2
80479,G / FI,0
80480,G / NA,114
80481,G / JR,0
80482,G / EO,1
80483,G / JR,0
80484,G / FI,0
80485,G / FI,4
80486,G / FI,0
80487,G / AR,0
80488,G / FI,0
80489,U / FI,2
80490,G / FI,0
80491,G / AR,0
80492,G / FI,6
80493,U / FI,1
80494,U / FI,1
80495,G / EO,8
80496,G / IN,4
80497,U / FA,0
80498,G / FI,0
80499,G / FI,0
80500,G / FA,0
80501,G / FI,4
80502,G / NA,0
80503,G / FA,6
80504,G / FI,0
80505,G / FI,0
80506,G / AR,1
80507,G / FI,3
80508,G / SP,0
80509,G / FI,1
80510,G / FI,1
80511,G / RA,0
80512,G / FI,0
80513,G / FI,1
80514,G / AR,1
80515,G / FI,1
80516,G / FI,3
80517,G / EO,58
80518,G / IN,28
80519,G / FI,0
80520,G / FI,7
80521,G / FI,3
80522,G / FI,2
80523,G / FI,28
80524,G / FI,1
80525,G / RA,82
80526,G / FI,46
80527,G / AR,17
80528,G / FI,10
80529,G / FI,3
80530,G / FI,9
80531,G / FI,2837
80532,G / RA,0
80533,G / AR,1936
80534,G / AR,4
80535,G / FI,9
80536,G / RA,0
80537,G / FA,8
80538,G / FI,80
80539,G / FI,4
80540,G / AR,7
80541,G / FI,1
80542,G / SP,0
80543,G / FI,27
80544,G / FI,0
80545,G / FI,6
80546,G / FI,6
80547,G / FI,1
80548,G / FI,3
80549,G / FI,11
80550,G / JR,10
80551,G / FA,0
80552,G / FI,404
80553,G / JR,34
80554,G / RA,0
80555,G / AR,13
80556,G / FI,19
80557,G / AR,39
80558,G / FI,431
80559,G / RA,0
80560,G / FA,0
80561,G / FI,4
80562,G / TA,3
80563,G / FI,34
80564,G / AR,292
80565,G / FI,212
80566,U / FI,2
80567,G / AR,0
80568,G / FI,5
80569,U / FA,1
80570,G / EO,301
80571,G / IN,80
80572,G / FI,8
80573,G / AR,0
80574,G / FI,2
80575,G / FA,312
80576,G / RA,0
80577,G / FI,495
80578,G / FA,23
80579,G / RA,0
80580,G / FI,1
80581,G / FI,29
80582,G / AR,0
80583,G / FI,113
80584,G / AR,15
80585,G / FI,0
80586,G / FI,20
80587,G / NA,302
80588,G / JR,0
80589,G / AR,1
80590,G / FI,2
80591,G / FI,0
80592,G / EO,6
80593,G / IN,3
80594,G / FI,34
80595,G / FI,1
80596,G / FI,2
80597,U / FI,0
80598,G / AR,0
80599,G / FI,1
80600,G / FA,1
80601,G / FI,1
80602,G / EO,5
80603,G / IN,2
80604,G / FA,0
80605,G / FA,0
80606,G / FI,5
80607,G / FI,2
80608,G / NA,1
80609,G / EO,2
80610,G / FI,0
80611,G / FI,0
80612,G / NA,1
80613,G / JR,0
80614,G / RA,49
80615,G / FI,18
80616,G / AR,16
80617,U / FI,0
80618,G / FI,10
80619,G / FI,13
80620,G / FI,395
80621,G / RA,0
80622,G / AR,391
80623,G / AR,2
80624,G / FI,16
80625,G / FA,2
80626,G / AR,2
80627,G / FI,4
80628,G / FI,2
80629,G / FI,0
80630,G / AR,0
80631,G / FI,1
80632,G / SP,0
80633,G / FI,11
80634,G / FI,1
80635,G / FI,2
80636,G / FI,1
80637,G / FI,3
80638,G / FI,3
80639,G / FI,104
80640,G / JR,9
80641,G / RA,0
80642,G / AR,16
80643,G / FI,53
80644,G / AR,2
80645,G / FI,6
80646,G / RA,0
80647,G / FA,0
80648,G / FI,4
80649,G / TA,2
80650,G / AR,356
80651,G / FI,267
80652,U / FI,3
80653,G / AR,5
80654,G / FI,23
80655,U / FA,4
80656,G / EO,43
80657,G / IN,27
80658,G / FI,1
80659,U / FI,2
80660,G / FI,0
80661,G / FA,96
80662,G / RA,0
80663,G / FI,171
80664,G / FA,5
80665,G / FI,1
80666,G / JR,1
80667,G / FI,24
80668,G / AR,0
80669,G / FI,33
80670,G / FI,11
80671,G / NA,320
80672,G / JR,0
80673,G / RA,1
80674,G / FI,2
80675,G / AR,1
80676,U / FI,0
80677,U / FI,1
80678,G / FI,5
80679,J / FI,2
80680,G / FI,2
80681,G / FI,37
80682,G / RA,0
80683,G / AR,15
80684,G / FA,0
80685,G / AR,4
80686,G / FI,4
80687,G / RA,0
80688,G / FA,1
80689,G / FI,0
80690,G / FI,1
80691,U / AR,1
80692,U / FI,0
80693,G / AR,1
80694,G / FI,1
80695,G / SP,0
80696,G / FI,1
80697,U / AR,13
80698,U / FI,225
80699,G / FI,5
80700,G / FI,466
80701,G / JR,25
80702,U / FA,0
80703,G / AR,150
80704,G / FI,576
80705,G / FI,3
80706,G / AR,0
80707,G / FA,0
80708,G / FI,49
80709,G / JR,10
80710,G / RA,0
80711,G / AR,33
80712,G / FI,4
80713,G / FI,0
80714,J / FI,0
80715,G / FI,0
80716,G / AR,16
80717,G / FI,10
80718,G / FI,0
80719,G / FI,1
80720,U / AR,2
80721,U / FI,3
80722,U / FI,0
80723,J / FI,1
80724,G / FA,2439
80725,G / AR,0
80726,G / EO,361
80727,G / IN,56
80728,G / AR,57
80729,G / FI,487
80730,G / FI,6
80731,G / FI,35
80732,G / FA,0
80733,G / FI,1
80734,G / AR,5
80735,G / FI,4
80736,G / FA,0
80737,G / RA,0
80738,G / FI,289
80739,G / AR,1
80740,G / FI,0
80741,G / FI,1
80742,J / FI,4
80743,G / FI,198
80744,G / AR,0
80745,G / FI,6
80746,J / FI,1
80747,U / FA,5
80748,U / FI,86
80749,G / FA,0
80750,G / NA,10
80751,G / JR,0
80752,G / AR,1
80753,G / FA,0
80754,G / FI,7
80755,G / EO,13
80756,G / IN,1
80757,G / FI,0
80758,G / FI,3
80759,G / NA,2
80760,G / RA,3
80761,G / FI,1
80762,G / AR,0
80763,U / AR,0
80764,U / FI,11
80765,G / FA,1
80766,G / FI,10
80767,G / FI,0
80768,G / FI,14
80769,G / RA,0
80770,G / AR,5
80771,G / AR,4
80772,G / FI,2
80773,G / FI,2
80774,G / FI,2
80775,U / AR,7
80776,U / FI,2
80777,G / FI,0
80778,G / AR,0
80779,G / FI,3
80780,G / SP,0
80781,G / FI,31
80782,G / FI,1
80783,G / FA,0
80784,G / FI,0
80785,U / AR,8
80786,U / FI,2
80787,G / FI,0
80788,G / FI,0
80789,U / FA,0
80790,G / FI,1
80791,G / FI,7
80792,G / RA,0
80793,G / AR,3
80794,G / FI,1
80795,G / FI,0
80796,G / FI,0
80797,G / FI,1
80798,G / AR,2
80799,G / FI,3
80800,U / FI,1
80801,U / RA,1
80802,G / EO,9
80803,G / IN,15
80804,G / AR,0
80805,G / FI,43
80806,G / FI,1
80807,G / AR,1
80808,G / FI,1
80809,G / FA,2
80810,G / RA,0
80811,G / FI,69
80812,G / FI,12
80813,G / AR,0
80814,G / FI,22
80815,J / FI,0
80816,U / FA,1
80817,G / AR,1
80818,G / FI,0
80819,G / NA,64
80820,G / JR,0
80821,G / RA,1
80822,U / AR,1
80823,U / FI,2
80824,G / FA,0
80825,U / FI,0
80826,G / FI,15
80827,G / FI,2
80828,G / FI,28
80829,G / RA,0
80830,G / AR,26
80831,G / AR,2
80832,G / FI,1
80833,G / RA,0
80834,G / FI,0
80835,G / AR,1
80836,G / FI,27
80837,U / FI,0
80838,G / SP,0
80839,G / FI,339
80840,U / AR,0
80841,U / FI,0
80842,G / FI,3
80843,G / AR,0
80844,G / FI,13
80845,G / JR,1
80846,G / RA,0
80847,G / AR,2
80848,G / FI,3
80849,G / FI,1
80850,G / FI,0
80851,G / FA,3
80852,G / FI,0
80853,G / FI,3
80854,G / AR,6
80855,G / FI,6
80856,U / FI,1
80857,G / FI,0
80858,U / AR,1
80859,U / FI,1
80860,G / AR,0
80861,G / EO,93
80862,G / IN,194
80863,G / AR,0
80864,G / FI,19
80865,G / FA,0
80866,G / FI,1
80867,G / FA,2
80868,G / RA,0
80869,G / FI,125
80870,G / FI,0
80871,G / FI,14
80872,G / AR,0
80873,G / FI,25
80874,J / FI,1
80875,U / FA,12
80876,G / FA,0
80877,G / FI,1
80878,G / AR,0
80879,G / FI,0
80880,G / NA,53
80881,G / JR,0
80882,G / RA,5
80883,G / FI,56
80884,G / AR,48
80885,G / FA,32
80886,U / FI,0
80887,G / FI,10
80888,G / FI,19
80889,G / FI,3602
80890,G / RA,0
80891,G / AR,4140
80892,G / AR,317
80893,G / FI,986
80894,G / RA,21
80895,G / FA,0
80896,G / AR,4
80897,G / FI,2373
80898,U / AR,10
80899,U / FI,20
80900,U / RA,0
80901,G / FI,2
80902,G / FI,11
80903,G / FI,20
80904,U / FA,0
80905,G / AR,18
80906,G / FI,36
80907,G / SP,6
80908,G / FI,0
80909,G / AR,1
80910,G / FI,928
80911,U / FA,2
80912,G / AR,0
80913,G / FI,165
80914,G / FI,1
80915,G / FA,27
80916,U / FA,0
80917,U / AR,1
80918,U / FI,0
80919,G / FI,0
80920,G / FI,2
80921,U / FI,0
80922,G / FI,8
80923,G / FI,3
80924,G / FA,5
80925,G / FI,0
80926,G / AR,0
80927,G / FA,3
80928,U / AR,0
80929,U / FI,6
80930,G / FI,16
80931,G / FI,39
80932,G / JR,4
80933,G / RA,0
80934,G / AR,101
80935,G / FI,229
80936,U / AR,0
80937,U / FI,2
80938,G / AR,1
80939,G / FI,11
80940,G / FI,6
80941,G / FI,12
80942,G / AR,1
80943,G / FI,14
80944,G / RA,0
80945,G / FI,1
80946,G / FA,60
80947,G / FI,6
80948,G / FI,2
80949,G / FI,104
80950,G / FI,12
80951,G / AR,151
80952,G / FI,98
80953,U / AR,8
80954,U / FI,9
80955,U / RA,1
80956,U / FI,1
80957,U / AR,1
80958,U / FI,1
80959,U / AR,7
80960,U / FI,5
80961,U / RA,0
80962,J / FI,11
80963,G / FA,0
80964,G / AR,2
80965,G / FI,13
80966,G / IN,130
80967,U / FA,0
80968,G / AR,148
80969,G / FI,3204
80970,G / FI,36
80971,G / AR,54
80972,G / FI,150
80973,G / FA,162
80974,G / FI,1
80975,U / FI,0
80976,G / RA,0
80977,G / FI,369
80978,G / FA,3
80979,G / FI,63
80980,G / FI,110
80981,G / AR,0
80982,G / FI,35
80983,G / FI,9
80984,G / AR,140
80985,G / FI,183
80986,U / FA,1
80987,G / NA,187
80988,G / JR,0
80989,G / RA,15
80990,G / FI,1
80991,G / FI,11
80992,G / FI,3
80993,G / AR,2
80994,G / FI,10
80995,G / FI,3
80996,G / FA,1
80997,G / FI,1
80998,G / AR,19
80999,G / FI,31
81000,G / FI,0
81001,G / FI,0
81002,G / FA,1
81003,G / AR,7
81004,G / FI,2
81005,G / AR,0
81006,G / EO,64
81007,G / IN,30
81008,G / FI,1
81009,G / FA,2
81010,G / RA,0
81011,G / FI,26
81012,G / FI,38
81013,G / AR,0
81014,G / FI,144
81015,G / FI,0
81016,G / FI,1
81017,G / NA,52
81018,G / JR,0
81019,G / FI,0
81020,G / FI,0
81021,G / AR,8
81022,G / FI,49
81023,G / FI,5
81024,U / FI,0
81025,G / AR,0
81026,G / FI,1
81027,G / SP,0
81028,U / FI,0
81029,G / FI,4
81030,U / FI,1
81031,G / FI,0
81032,G / AR,0
81033,G / FI,2
81034,G / AR,1
81035,G / FI,3
81036,G / AR,1
81037,G / FI,1
81038,U / FI,1
81039,G / EO,3
81040,G / IN,17
81041,G / FI,2
81042,G / AR,10
81043,G / FI,11
81044,G / FI,7
81045,G / FI,3
81046,G / NA,1
81047,G / FI,2
81048,G / SP,0
81049,G / EO,17
81050,G / IN,8
81051,G / FI,0
81052,G / FI,20
81053,G / RA,275
81054,G / FI,44
81055,G / AR,3
81056,G / FI,0
81057,G / FI,98
81058,G / FI,361
81059,G / RA,0
81060,G / AR,117
81061,G / AR,1
81062,G / FI,12
81063,G / RA,1
81064,G / AR,1
81065,G / FI,5
81066,G / JR,4
81067,G / FI,2
81068,G / FI,1
81069,G / SP,0
81070,G / FI,0
81071,G / FI,123
81072,G / FI,8
81073,G / FI,232
81074,G / RA,0
81075,G / FA,1
81076,G / FI,65
81077,G / JR,1
81078,G / RA,0
81079,G / AR,26
81080,G / FI,54
81081,G / FI,6
81082,G / FA,1
81083,G / FI,5
81084,G / AR,643
81085,G / FI,1906
81086,U / FI,4
81087,G / EO,41
81088,G / IN,6
81089,G / AR,0
81090,G / FI,1
81091,G / FA,150
81092,G / RA,0
81093,G / FI,359
81094,G / FA,4
81095,G / RA,0
81096,G / FI,68
81097,G / AR,0
81098,G / FI,533
81099,G / AR,20
81100,G / FI,0
81101,G / FI,3
81102,G / NA,1856
81103,G / JR,0
81104,G / RA,14
81105,G / FI,19
81106,G / AR,6
81107,U / FI,0
81108,G / FI,5
81109,G / FI,1
81110,G / FI,61
81111,G / FI,70
81112,G / RA,0
81113,G / AR,54
81114,G / AR,8
81115,G / FI,25
81116,G / RA,1
81117,G / FA,1
81118,G / FI,4
81119,G / FI,0
81120,G / FI,3
81121,G / AR,1
81122,G / FI,2
81123,G / SP,0
81124,G / FI,0
81125,G / AR,1
81126,G / FI,2
81127,G / FI,18
81128,G / FI,1
81129,G / RA,0
81130,G / AR,0
81131,G / FI,80
81132,G / JR,2
81133,G / RA,0
81134,G / AR,62
81135,G / FI,145
81136,G / AR,16
81137,G / FI,72
81138,G / RA,0
81139,G / FI,9
81140,G / FI,10
81141,G / TA,6
81142,G / FI,3
81143,G / AR,262
81144,G / FI,319
81145,G / AR,1
81146,G / FI,9
81147,G / EO,134
81148,G / IN,313
81149,U / FA,0
81150,G / FA,59
81151,G / RA,0
81152,G / FI,101
81153,G / FI,19
81154,G / AR,0
81155,G / FI,148
81156,G / AR,1
81157,G / FI,1
81158,G / FI,50
81159,G / NA,64
81160,G / JR,0
81161,G / AR,0
81162,G / FI,1
81163,G / FI,0
81164,G / EO,28
81165,G / IN,9
81166,G / FI,8
81167,G / FI,1
81168,G / FA,8
81169,G / FI,0
81170,G / FI,9
81171,G / AR,6
81172,G / AR,3
81173,G / FI,13
81174,G / RA,0
81175,G / FI,1
81176,G / FI,1
81177,G / AR,3
81178,G / SP,0
81179,G / FI,1
81180,G / FI,1
81181,G / FI,1
81182,G / FI,0
81183,G / FI,2
81184,G / FI,3
81185,G / AR,28
81186,G / FI,33
81187,U / FI,0
81188,G / EO,57
81189,G / IN,43
81190,G / FI,0
81191,G / FI,2
81192,G / FA,0
81193,G / FI,1
81194,G / FI,9
81195,G / FI,12
81196,G / FI,2
81197,G / FI,0
81198,G / FI,0
81199,G / JR,0
81200,G / RA,0
81201,G / FA,8
81202,G / FI,0
81203,G / FI,0
81204,G / FI,12
81205,G / AR,4
81206,G / AR,2
81207,G / FI,29
81208,G / RA,0
81209,G / FI,1
81210,U / FI,0
81211,G / FI,2
81212,G / AR,10
81213,G / FI,13
81214,G / SP,0
81215,G / FI,10
81216,G / FI,4
81217,G / FI,0
81218,G / FI,0
81219,G / AR,5
81220,G / FI,1
81221,G / FI,1
81222,G / FI,1
81223,G / AR,2
81224,G / FI,3
81225,G / FI,1
81226,G / EO,288
81227,G / IN,197
81228,G / FI,0
81229,G / AR,11
81230,G / FI,14
81231,G / FA,1
81232,G / FI,2
81233,G / FI,1
81234,G / FI,76
81235,G / FI,1
81236,G / NA,2
81237,G / AR,1
81238,G / FI,3
81239,G / FI,0
81240,G / EO,2
81241,G / IN,2
81242,G / FA,0
81243,G / FI,59
81244,G / EO,1
81245,G / FI,1
81246,G / RA,1
81247,G / FA,22
81248,G / FI,43
81249,G / RA,0
81250,G / AR,20
81251,G / AR,3
81252,G / FI,8
81253,G / FI,1
81254,G / FI,1
81255,U / FA,1
81256,G / FI,5
81257,G / SP,4
81258,U / FI,1
81259,G / FI,0
81260,G / FI,1
81261,G / FI,4
81262,G / AR,1
81263,G / FI,3
81264,G / FI,1704
81265,G / FA,1
81266,G / AR,1
81267,G / EO,6
81268,G / IN,9
81269,G / FA,0
81270,G / RA,0
81271,G / FI,11
81272,G / FI,13
81273,G / FI,1
81274,G / NA,1
81275,G / JR,0
81276,G / FI,1
81277,G / AR,10
81278,G / FI,16
81279,G / FI,0
81280,G / SP,0
81281,G / FI,1
81282,G / EO,2
81283,G / IN,1
81284,G / FI,1
81285,G / FI,1
81286,G / FI,0
81287,G / FI,153
81288,G / FI,1
81289,G / NA,0
81290,G / JR,0
81291,U / FI,3
81292,U / FI,1
81293,G / FI,5
81294,G / FI,61
81295,G / RA,0
81296,G / AR,44
81297,G / FA,1
81298,G / AR,4
81299,G / FI,4
81300,G / FI,2
81301,G / FA,2
81302,G / FI,0
81303,G / FI,0
81304,U / FA,0
81305,U / AR,3
81306,U / FI,3
81307,G / FI,14
81308,G / FA,0
81309,G / FI,1
81310,G / AR,1
81311,G / FI,2
81312,G / FI,1
81313,G / FI,3
81314,U / FI,0
81315,G / FI,0
81316,U / FI,0
81317,G / FA,1585
81318,G / FI,10
81319,U / AR,1
81320,U / FI,1
81321,G / FA,0
81322,G / FI,1
81323,G / EO,17
81324,G / IN,21
81325,G / FI,0
81326,G / FA,0
81327,G / FI,0
81328,G / FA,0
81329,G / FI,5
81330,G / FI,2
81331,G / FI,0
81332,G / FI,3
81333,G / FI,1
81334,J / FI,0
81335,U / FA,1550
81336,U / RA,28
81337,U / FI,6
81338,G / FA,14
81339,G / AR,0
81340,G / FI,0
81341,G / NA,0
81342,G / JR,0
81343,G / FA,0
81344,G / AR,1
81345,G / FI,11
81346,G / RA,1
81347,G / FI,1
81348,G / FI,0
81349,G / FI,1
81350,G / FI,4
81351,G / AR,1
81352,G / FI,1
81353,G / AR,1
81354,G / FI,3
81355,U / FI,2
81356,G / EO,30
81357,G / IN,6
81358,G / AR,1
81359,G / FI,0
81360,G / FA,1
81361,G / RA,0
81362,G / FI,4
81363,G / AR,0
81364,U / FI,0
81365,G / FI,0
81366,G / FI,0
81367,G / FI,5
81368,G / FI,1
81369,G / AR,0
81370,G / FA,4
81371,G / FI,0
81372,G / FI,3
81373,G / FI,0
81374,G / AR,3
81375,G / FI,4
81376,U / AR,1
81377,G / FI,0
81378,G / AR,3
81379,G / FI,3
81380,G / AR,3
81381,G / FI,1
81382,G / FI,1
81383,G / AR,12
81384,G / FI,9
81385,G / EO,14
81386,G / IN,18
81387,G / FI,4
81388,G / FI,4
81389,G / AR,1
81390,G / FI,2
81391,G / FI,1
81392,G / FI,1
81393,G / FI,56
81394,G / AR,0
81395,G / FI,1
81396,G / FI,0
81397,G / NA,0
81398,G / RA,70
81399,G / FI,11
81400,G / AR,6
81401,G / FA,2
81402,U / FI,0
81403,G / FI,0
81404,G / FI,26
81405,G / FI,2517
81406,G / RA,0
81407,G / AR,1972
81408,G / AR,329
81409,G / FI,909
81410,G / RA,10
81411,G / AR,3
81412,G / FI,376
81413,G / FI,30
81414,U / FA,5
81415,G / AR,11
81416,G / FI,35
81417,G / SP,4
81418,U / FI,0
81419,U / FI,5
81420,G / FI,30
81421,G / FI,23
